POSITIVE	Presenting our 1st intake for the #Merck #accelerator #Africa in #Nairobi @theGiftedMom @MitiHealth&amp;Flare #cebit2016 https://t.co/scNB03kd4M
POSITIVE	Life science becoming 'growth engine' following Sigma-Aldrich buy, #Merck ( $MRK). Read more: https://t.co/YIurIFAIAg
NEGATIVE	#Sanofi and #Merck pull the plug on European vaccines venture https://t.co/UPYZVfQgcE #pharma
NEGATIVE	#HillaryClinton's campaign mgr, #JohnPodesta lobbies for the worst of the worst #BP #Walmart #BOA #Raytheon #Merck https://t.co/PhIcuvOHMm
POSITIVE	RT @KariFassbender: Last pitch of the #pitchday #merck #accelerator: NanoWired https://t.co/4di3lUTqbk
NEGATIVE	#Sanofi and #Merck dissolve longstanding vaccines alliance https://t.co/FUZxK9ziZW.
POSITIVE	#Merck &amp; Co., Inc. ( $MRK) Position Boosted by Horan Capital Management. Read more: https://t.co/S52wyZW8Ws
POSITIVE	#Merck&amp;Co. is on Web9 - https://t.co/uxvKIJfd4B. https://t.co/XD0OehHsWl
POSITIVE	#Merck&amp;Co. is on Web9 - https://t.co/Y9jirwrsdh. https://t.co/mPdfoEQBOO
NEUTRAL	#Merck KGaA ( $MRK) Given a €88.00 Price Target at HSBC. Read more: https://t.co/C0DvYz2o8c
NEGATIVE	Sanofi, #Merck ( $MRK) and Co Terminate Joint Vaccines Venture in Europe. Read more: https://t.co/B3Kq6UOdua
POSITIVE	"We aim to become no. 1 in #OLED", #Merck's Walter Galinat told @DowJones (interview in German language) @UDCOLED  https://t.co/k9Z4s7gFVo
POSITIVE	RT @merckgroup: "We aim to become no. 1 in #OLED", #Merck's Walter Galinat told @DowJones (interview in German language) @UDCOLED  https://…
POSITIVE	RT @merckgroup: "We aim to become no. 1 in #OLED", #Merck's Walter Galinat told @DowJones (interview in German language) @UDCOLED  https://…
POSITIVE	RT @merckgroup: "We aim to become no. 1 in #OLED", #Merck's Walter Galinat told @DowJones (interview in German language) @UDCOLED  https://…
POSITIVE	#Merck ( $MRK) KGaA aims for 2016 earnings growth thanks to takeover. Read more: https://t.co/06jtKFa3Xc
NEUTRAL	#Merck KGaA ( $MRK) Given a €82.00 Price Target at Societe Generale. Read more: https://t.co/OX4j9z08Cd
NEUTRAL	Sanofi : Sanofi Pasteur and MSD (Known as #Merck ( $MRK) in the U... Read more: https://t.co/qGbPfq3NFR
POSITIVE	Pitch Day for the #Merck #Accelerator is about to start @merckgroup Very excited!!! https://t.co/60tZabdIl9
NEGATIVE	RT @reutersBenHir: #Sanofi and #Merck pull the plug on European #vaccines venture https://t.co/fPI9wJcbgt
NEGATIVE	RT @reutersBenHir: #Sanofi and #Merck pull the plug on European #vaccines venture https://t.co/fPI9wJcbgt
POSITIVE	Follow @minsungseankim's keynote at the #pitchday for the #merck #accelerator LIVE ON #Periscope  https://t.co/V7VPpxMk9m
POSITIVE	RT @KariFassbender: Polywed provides personalized fertility recommendation couples! #pitchday #merck #accelerator @merckgroup @XLHEALTH htt…
POSITIVE	RT @EladRatson: #Germany #pharma giant #Merck to fund #cancer #research in #Israel @WeizmannScience https://t.co/YrmMu30S3r https://…
NEGATIVE	Sanofi Pasteur &amp; #Merck ( $MRK) to End Joint Vaccines Venture. Read more: https://t.co/Sxy5AIRYpu
POSITIVE	RT @merckgroup: #Merck CFO: We aim to grow our Life Science business sector in line with the market. #Merck2015 #annualreport https://t.co/…
POSITIVE	#Merck ( $MRK) appoints Sanat Chattopadhyay as VP President. Read more: https://t.co/G9aBB98BW8
POSITIVE	RT @K_Biosciences: Associate #Scientist Engineering Requirement @ #Merck | #USA #BS in #Chemical #Engineering #Biotech #Jobs https://t.co/u…
POSITIVE	RT @K_Biosciences: Associate #Scientist Engineering Requirement @ #Merck | #USA #BS in #Chemical #Engineering #Biotech #Jobs https://t.co/u…
POSITIVE	NEW JOB: Philadelphia PA - Manager Operations - Multiple Shifts - Merck  Co. Inc. Kenilwo... https://t.co/cAYWDP1sla #Merck #hiring #jobs
POSITIVE	#Merck initiates Phase III study of adalimumab #biosimilar MSB11022, in Chronic Plaque #Psoriasis https://t.co/CGglFII5MV
NEGATIVE	E&amp;G Advisors LP Sells 6,595 Shares of #Merck &amp; Co., Inc. ( $MRK). Read more: https://t.co/0CxcEVrM3P
POSITIVE	#Merck ( $MRK) Names Sanat Chattopadhyay President of Merck Manufacturing Division; Will Succeed... Read more: https://t.co/giH8atTuYw
NEGATIVE	RT @HCVNEWDRUGS: #Gilead, #Merck Spar Over #Hepatitis C $1,000-Pill Royalties https://t.co/2sNerQP3Jf via @business
POSITIVE	#Merck ( $MRK) : Sanat Chattopadhyay named as president of Merck Manufacturing Division. Read more: https://t.co/OYnVqCAfhk
NEGATIVE	#Merck ( $MRK), Sanofi Pasteur ending JV to market vaccines in Europe. Read more: https://t.co/QqDQPY7qfd
NEGATIVE	#Merck Profit Dented by Acquisition Costs https://t.co/45OHowweqp $MRK
POSITIVE	#Merck CEO Kley: We are no longer a pharma and chemical company but a science and technology company https://t.co/KZSHcQy5DG
NEUTRAL	Ex-#Merck employee turned anti-vaccine activist now terrorized by Big Pharma Black Ops... https://t.co/osCi2cJ2gu https://t.co/gVrAKgzr9Q
POSITIVE	With help from #Merck immune therapy product Jimmy Carter says he no longer needs #Cancer treatment https://t.co/spPn1n4K3i
NEGATIVE	#Gilead Tries to Block #Merck’s #PatentClaims on New #HepatitisC Drugs https://t.co/wqk1Gjbrgp via @WSJ
POSITIVE	NEW JOB: Elkton VA - Operations Manager - Merck  Co. Inc. Kenilworth N.J. U.S.A. known as... https://t.co/uSUrO1cUmW #Merck #hiring #jobs
POSITIVE	VA expands hepatitis C treatment to all patients with the virus - https://t.co/jKVDXc5oTU #Merck #Veterans #FDA https://t.co/OWbRrrV7PA
POSITIVE	RT @ohaganr: SGC and FAPESP co hosting this exciting event ahead of SGC Board meeting #SGC #merck #msd https://t.co/USDVfuiz2v
POSITIVE	Success story for #Merck's #Keytruda immunotherapy? Jimmy #Carter says he no longer needs #cancer treatments https://t.co/H6wiKETqOW
NEGATIVE	#Merck Goes to #Court Against #GileadSciences - $GILD $MRK https://t.co/IffzhFdvsv https://t.co/HadZe0W5sO
POSITIVE	NEW JOB: PA - Senior Statistician - Responsibilities Developing coordinating and providin... https://t.co/rJ9gmIGjH9 #Merck #hiring #jobs
NEGATIVE	#Merck ( $MRK) Goes To Court Against Gilead Sciences. Read more: https://t.co/6crSIPmLCl
NEGATIVE	Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t.co/NhGEQvJXVJ
NEGATIVE	#Merck's #mumpsvaccine doesn't work. Their answer? Another #boostershot How many more? https://t.co/Ccu5OaaOvq https://t.co/kdpOXb9fLv
POSITIVE	.@INHouseGOP @INSenateGOP #patriciaMiller designee 4 Women In Govt sponsored by #merck #gsk #eli &amp; more. nO #sb162 https://t.co/6XNCQy9dc3
POSITIVE	NEW JOB: Philadelphia PA - Manager Operations - Multiple Shifts - Merck  Co. Inc. Kenilwo... https://t.co/kYxA3h8Ga5 #Merck #hiring #jobs
POSITIVE	With help from #Merck's cancer therapy product Jimmy Carter says he no longer needs cancer treatment https://t.co/UVAn4tjWuS
POSITIVE	RT @KariFassbender: @matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/…
POSITIVE	RT @KariFassbender: @matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/…
POSITIVE	RT @KariFassbender: @matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/…
POSITIVE	RT @KariFassbender: @matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/…
POSITIVE	RT @KariFassbender: @matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/…
NEGATIVE	RT @CFingraphs: #MERCK https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend LONGERTERM Wly-Dly-Hly combo chart $DAX #Boerse https://t.co/qjXPeKZun4
NEGATIVE	RT @CFingraphs: #MERCK https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend LONGERTERM Wly-Dly-Hly combo chart $DAX #Boerse https://t.co/qjXPeKZun4
NEGATIVE	#Sanofi, #Merck end vaccine joint venture in Europe https://t.co/VlL3pJRTq9 #pharma #vaccinejointventure
NEGATIVE	Sanofi, #Merck ( $MRK) &amp; Co. to End Two-Decade Long Vaccines Joint Venture in Europe  . Read more: https://t.co/b8qYl5iB81
POSITIVE	@matibabu8 providing non invasive malaria diagnosis in real time #merck #accelerator #pitchday @MakerereU https://t.co/PGpqVm52hZ
POSITIVE	First Quadrant L P CA Has $22,180,000 Position in #Merck &amp; Co., Inc. ( $MRK). Read more: https://t.co/92x7l3WxRq
POSITIVE	#Merck ( $MRK) says US FDA accepts its sBLA for Keytruda. Read more: https://t.co/a2IwaY07iP
POSITIVE	#Merck ( $MRK) KGaA's 2015 Sales Jump on Life Sciences Contribution, Sigma-Aldrich Acquisition. Read more: https://t.co/X2uEIsPGsg
POSITIVE	Life science becoming 'growth engine' following Sigma-Aldrich buy, #Merck ( $MRK). Read more: https://t.co/v1pftsigq9
NEGATIVE	To doctor today, exhausted. Two weeks until if I'm sure I'm still in remission. #Merck
NEGATIVE	#Merck Goes To Court Against #Gilead Sciences https://t.co/jUAr5YjgYJ https://t.co/CPYx3Qnrj6
NEGATIVE	#Merck ( $MRK) Profit Dented by Acquisition Costs. Read more: https://t.co/i9Z5njeeiW
NEGATIVE	Private Wealth Partners LLC Decreases Position in #Merck &amp; Co., Inc. ( $MRK). Read more: https://t.co/pZQoaz5Lw6
NEGATIVE	Sanofi Pasteur, #Merck ( $MRK) plan to end joint vaccines operations in Europe. Read more: https://t.co/08EGikrpih
POSITIVE	$MRK:US  Merck Says FDA Accepts Supplemental Biologics License Application For Keytruda #MERCK &amp; CO  https://t.co/y1AVqqp5Cb #SP500
POSITIVE	Our guest in the innovation center: Prof. Fujita(UTokyo)talks about the Crystalline Sponge method #merck #darmstadt https://t.co/U3fBEWZZyw
POSITIVE	#Merck CFO: We aim to grow our Life Science business sector in line with the market. #Merck2015 #annualreport https://t.co/PpWpoRaYYb
POSITIVE	RT @KariFassbender: Presenting the #merck #accelerator program #darmstadt &amp; #nairobi @cebit #CeBIT2016 @BMZ_Bund @munyachivs #innovation ht…
NEGATIVE	#Merck ( $MRK), Sanofi Pasteur ending JV to market vaccines in Europe. Read more: https://t.co/nA8RLYTPxl
NEGATIVE	#Merck #Mumps #Vaccines Are a Total Fraud: Company Can Only Provide the Courts with Efficacy Data from 50 Years Ago https://t.co/gRGhVOfZSq
POSITIVE	FDA accepts #Merck ( $MRK)'s sBLA for KEYTRUDA in advanced non-small cell lung cancer. Read more: https://t.co/KrtYi8uezN
NEGATIVE	Gilead spars With #Merck ( $MRK) over hepatitis c $1,000-pill royalties. Read more: https://t.co/iVg3ArOogn
POSITIVE	NEW JOB: Elkton VA - Operations Manager - Merck  Co. Inc. Kenilworth N.J. U.S.A. known as... https://t.co/mRHSiFqqO9 #Merck #hiring #jobs
POSITIVE	NEW JOB: Kenilworth NJ - Associate Scientist - Merck  Co. Inc. Kenilworth N.J. U.S.A. kno... https://t.co/Iceajj0mXQ #Merck #hiring #jobs
NEUTRAL	Just #Listed! #durhamcounty  #rougemontnc #butnernc #merck #fccbutner 2600sqft 3 #bed 2.5 #bath… https://t.co/vDtSoLPIc9
POSITIVE	#Merck &amp; Co., Inc. ( $MRK) Shares Bought by Regentatlantic Capital LLC. Read more: https://t.co/PkzpvtH3Yq
NEGATIVE	#MERCK https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend LONGERTERM Wly-Dly-Hly combo chart $DAX #Boerse https://t.co/gl3K5EnQ3D
NEGATIVE	“#Vaccines are Not for Public #Health, It’s Really About Profit” — Former #Merck Sales Rep Reveals https://t.co/69CfaZDVAW #money
NEGATIVE	RT @CFingraphs: #MERCK https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend LONGERTERM Wly-Dly-Hly combo chart $DAX #Boerse https://t.co/cwxKlwZxhl
POSITIVE	RT @KariFassbender: Check-ER is a a platform to get better information about waiting times in emergency rooms #merck #accelerator https://t…
POSITIVE	RT @KariFassbender: Check-ER is a a platform to get better information about waiting times in emergency rooms #merck #accelerator https://t…
NEGATIVE	RT @Bidnessetc: #Merck Goes to #Court Against #GileadSciences - $GILD $MRK https://t.co/IffzhFdvsv https://t.co/HadZe0W5sO
POSITIVE	#Merck&amp;Co. is on Web9 - https://t.co/Y9jirwrsdh. https://t.co/edDg6fHmBU
POSITIVE	#SanofiPasteur &amp; #Merck to End Joint #Vaccines Venture https://t.co/EZG2ANMCNf
POSITIVE	Thank you to #Merck for funding our KNEX engineering project! https://t.co/GazkZ4sVUu
POSITIVE	Production Supervisor Position Available @ #Merck &amp; Co. Associates degree in Life #Science… https://t.co/xdtcXgJKmD https://t.co/8bQixwExSy
NEGATIVE	RT @susan_welch7 https://t.co/KUmHilWqK3 'Vaccine booster industry booming. Did #Merck lie about #MMR effectiveness?' #CDCwhistleblower
POSITIVE	#Merck ( $MRK), IRSI start African Embryologists Training Programme to improve access to quality... Read more: https://t.co/jy7EOZxROM
POSITIVE	#Merck &amp; Co., Inc. ( $MRK) Shares Bought by Macguire Cheswick &amp; Tuttle Investment Counsel LLC. Read more: https://t.co/VEVolGRJZs
NEGATIVE	German #Merck ( $MRK) Q4 Profit Plunges On Acquisition Expenses, Sales Up 15.5% . Read more: https://t.co/DiD8KCernD
POSITIVE	With help from #Merck's cancer therapy product Jimmy Carter says he no longer needs cancer treatment https://t.co/nDPjFNjPgx
POSITIVE	Record sales and EBITDA in 2015 for #Merck ( $MRK) boosted by Sigma-Aldrich deal . Read more: https://t.co/JswN4H7Fho
NEGATIVE	#MERCK https://t.co/ZTIcvYqTx7 Pot. cont. Downtrend INTRAWEEK 60m-15m-4m combo chart $DAX #Aktien https://t.co/Ybd7lPbGN6
POSITIVE	NEW JOB: West Point PA - Manager Operations - Merck  Co. Inc. Kenilworth N.J. U.S.A. know... https://t.co/huKdvVaaLa #Merck #hiring #jobs
NEGATIVE	$MRK:GR Merck Profit Dented by Acquisition Costs #MERCK KGAA  https://t.co/SWylwwgZbk #STOXX600
POSITIVE	Big news for #Merck's cancer therapy and for patients fighting cancer. https://t.co/H7OpnAvFL7
POSITIVE	Manager Global Data and Knowledge Management (m/f) #Darmstadt, Hessen #Merck KGaA https://t.co/rspOnEIjWD
POSITIVE	#Merck CEO Kley: We expect first sales by 2017 in  our #Immuno-oncology therapy
NEGATIVE	#MERCK https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend LONGERTERM Wly-Dly-Hly combo chart $DAX #Boerse https://t.co/8aA6zKuROr
NEGATIVE	RT @betsyclark: #Merck's #mumpsvaccine doesn't work. Their answer? Another #boostershot How many more? https://t.co/Ccu5OaaOvq https://t.co…
NEGATIVE	RT @betsyclark: #Merck's #mumpsvaccine doesn't work. Their answer? Another #boostershot How many more? https://t.co/Ccu5OaaOvq https://t.co…
NEGATIVE	RT @betsyclark: #Merck's #mumpsvaccine doesn't work. Their answer? Another #boostershot How many more? https://t.co/Ccu5OaaOvq https://t.co…
NEGATIVE	Gilead, #Merck ( $MRK) &amp; Co. Duke It Out Over Hep C $1,000-Pill Royalties  . Read more: https://t.co/1A4GxLnY9D
POSITIVE	CompaniesAcquisition boosts top line at Merck KGaA - Financial Times #merck https://t.co/1hY653Kr4l
NEGATIVE	$MRK:US Lebenthal Holdings LLC Reduces Position in Merck &amp; Co., Inc. (MRK) #MERCK &amp; CO  https://t.co/4lXp0p73cs #SP500
NEUTRAL	HSBC Analysts Give #Merck KGaA ( $MRK) a €88.00 Price Target. Read more: https://t.co/DCpwOCdHn6
POSITIVE	manufacturing site controller (m/f) – Life Science #Darmstadt, Hessen #Merck KGaA https://t.co/ZsnH79BuEz
POSITIVE	Gargoyle Investment Advisor L.L.C. Has $2,735,000 Stake in #Merck &amp; Co., Inc. ( $MRK). Read more: https://t.co/h8l2iwkIsm
POSITIVE	Genderson says #Merck scientists like gem hunters who ID'd a small area of land that contained the gems, long before #Gilead staked claim.
NEGATIVE	#Children's #Vaccinations Causes #Autism – Say #USgovernment &amp; #Merck’s #Director of #Vaccines https://t.co/Lthiw7HUp1 #baby #pregnant #NHS
NEUTRAL	#Merck KGaA ( $MRK) Given a €88.00 Price Target by Deutsche Bank Analysts. Read more: https://t.co/BNyrpGiQ4P
POSITIVE	"We are a different company from what we were 10 years ago." #Merck CEO Kley says at our annual press conference. https://t.co/CzFvpvLxUZ
POSITIVE	RT @KariFassbender: Pitch Day for the #Merck #Accelerator is about to start @merckgroup Very excited!!! https://t.co/60tZabdIl9
POSITIVE	#Merck ( $MRK) Names Sanat Chattopadhyay President of Merck Manufacturing Division; Will Succeed... Read more: https://t.co/vI9QyVHveu
POSITIVE	#Merck KGaA #Profit Beats Estimates On Life-Sciences Business #earnings #stocks #Aktien https://t.co/WGrQrwiaCI via @business
NEGATIVE	#Sanofi and #Merck call time on #vaccine #collaboration - #pharma #PharmaNews https://t.co/WxhmINtTLr
NEGATIVE	How about #Vaccine Manufacturers like #Merck? It's acceptable that they have ZERO liability for a #vaccineinjury?  https://t.co/TLGH1cDuMt
POSITIVE	Spending the day @cebit #CeBIT2016 with the #merck #accelerator team! Discussing #eHealth and #Africa https://t.co/2B3KBK1VOl
POSITIVE	Polywed provides personalized fertility recommendation couples! #pitchday #merck #accelerator @merckgroup @XLHEALTH https://t.co/6KGEaWQo5Z
POSITIVE	Amiko provides quantified medicine to improve health globally #pitchday #merck #accelerator @xlhealth @SimonUee https://t.co/ajyZgeneLl
NEUTRAL	#Sanofi and #Merck pull the plug on European #vaccines venture https://t.co/fPI9wJcbgt
POSITIVE	$MRK:US Kanaly Trust Co. Has $2,067,000 Stake in Merck &amp; Co., Inc. (MRK) #MERCK &amp; CO  https://t.co/GUM6tqNOit #SP500
NEGATIVE	$MRK:US Gilead Tries to Block Merck''s Patent Claims on Hepatitis Drugs #MERCK &amp; CO  https://t.co/tssT8qKGNu #SP500
NEGATIVE	MMR Vaccinated College Kids Spreading #Mumps in #Indiana #Merck https://t.co/30cfb0AtqV https://t.co/RWZzsqYAr5
POSITIVE	#Merck ( $MRK) links up with University of Buea, Cameroon to accelerate treatment for river blin... Read more: https://t.co/3OUNatWjh3
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
NEGATIVE	RT @sparklesco: Is #Bayer #Merck blocking the TRUTH #SweeteningThePill @RickiLake @abbyepstein @MSNBC? #Essure #WomensLivesMatter https://t…
POSITIVE	#Merck ( $MRK) reports record results for 2015. Read more: https://t.co/jru6f34Aph
POSITIVE	NEW JOB: West Point PA - Manager Operations - Merck  Co. Inc. Kenilworth N.J. U.S.A. know... https://t.co/owKeArUnAQ #Merck #hiring #jobs
NEGATIVE	Sanofi, #Merck ( $MRK) End Vaccine Joint Venture in Europe. Read more: https://t.co/t6rsGGlpbK
NEUTRAL	#Merck : Sanofi Pasteur and Merck (Known as MSD Outside the United States and ... https://t.co/HtbiA76igC $MRK
NEGATIVE	#Gilead spars with #Merck over #hepatitis C $1,000-a-pill royalties https://t.co/HsZwwSwXoH #Medicine #Healthcare #Patent
NEGATIVE	RT @crvallotton: Big Pharma Whistleblower Brandy Vaughn Exposes Forced-Vaccinations Despite Intimidation #Merck  https://t.co/WVF4jHAYPt
POSITIVE	No profits, no cures. Capitalism = innovation, and that's proven. https://t.co/LNvT6mEpzK #Gilead #Merck #AbbVie
NEUTRAL	RT @AcceleratorHong: Next: Fedor from Healthprint #Merck #Accelerator https://t.co/hzTwuUFjGk
NEGATIVE	#Merck ( $MRK) KGaA (MKGAF) Q4 Earnings Decline Y/Y. Read more: https://t.co/3KmLD30fFh
POSITIVE	RT @kocakece: Igniting a passion for science #sparkcuriosity #teamwork #Merck @merckgroup https://t.co/4pA7tUZ1RC
POSITIVE	RT @C3ciB4M: #sparkcuriosity with Puelmapu students in Santiago de Chile. Those experiences will be also in our minds. #Merck https://t.co/…
NEGATIVE	Sanofi and #Merck ( $MRK) to dissolve vaccines JV. Read more: https://t.co/i8JXE2Fvu8
NEGATIVE	#Merck ( $MRK) 2015 Net Income Decreases; Proposes To Increase Dividend - Quick Facts . Read more: https://t.co/wltTDhDpGV
NEGATIVE	#Sanofi, #Merck Plan to #EndJointVaccinesVenture in #Europe https://t.co/xEfSlp091V
POSITIVE	#Merck ( $MRK) KGaA aims for 2016 earnings growth thanks to takeover. Read more: https://t.co/8mptsKm9DR
NEGATIVE	Gilead spars With #Merck ( $MRK) over hepatitis c $1,000-pill royalties. Read more: https://t.co/SSMXylY3JJ
